Sentence,Type,Terjemahan
Self-esteem is the vision and feeling that you have about your own self worth.,Visual,Harga diri adalah visi dan perasaan yang Anda miliki tentang harga diri Anda sendiri.
It's encouraging and inspiring to meet generous and warm-hearted persons with vision and philosophy.,Visual,Sungguh membesarkan hati dan memberi inspirasi untuk bertemu dengan orang-orang yang murah hati dan ramah tamah dengan visi dan filosofi.
"However, Brian Martin, from Glasgow, claims his operation made his left eye worse and left the vision in his right eye blurred.",Visual,"Namun, Brian Martin, dari Glasgow, mengklaim operasinya memperburuk mata kirinya dan membuat penglihatan di mata kanannya menjadi kabur."
"When my vision finally cleared enough to get a good look at the culprit, I focused in on the store manager who was laughing herself silly.",Visual,"Ketika penglihatanku akhirnya cukup jelas untuk bisa melihat pelakunya dengan baik, aku memusatkan perhatian pada manajer toko yang sedang tertawa konyol."
Treatment improved the vision of many of the 507 older children with amblyopia studied at 49 eye centers.,Visual,Pengobatan memperbaiki penglihatan banyak dari 507 anak-anak penderita ambliopia yang diteliti di 49 pusat mata.
But just how much would the Prime Minister's vision of a new world order cost?,Visual,Namun seberapa besar kerugian yang harus ditanggung oleh visi Perdana Menteri mengenai tatanan dunia baru?
"This ethic of tolerant acceptance can also contribute to an inability to articulate a broader, normative vision of family life.",Visual,Etika penerimaan yang toleran ini juga dapat berkontribusi pada ketidakmampuan untuk mengartikulasikan visi kehidupan keluarga yang lebih luas dan normatif.
They asked the surgeons to inform them of people with amblyopia who had lost vision in their good eye as adults.,Visual,Mereka meminta para ahli bedah untuk memberi tahu mereka tentang orang-orang dengan ambliopia yang kehilangan penglihatan pada mata sehat mereka saat dewasa.
"And so now, since I am apparently such a know-all, you will want to know what my vision of the future is.",Visual,"Jadi sekarang, karena saya sepertinya orang yang serba tahu, Anda pasti ingin tahu apa visi saya tentang masa depan."
"For anyone with a vision of flocks of sheep being replaced by flocks of tourists, I have a word to the wise.",Visual,"Bagi siapa pun yang memiliki visi kawanan domba digantikan oleh kawanan wisatawan, saya punya kata-kata bijak."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"In the window, right before one's very eyes, one could feast on the vision of hot dogs and knishes sizzling on the grill.",Visual,"Di jendela, tepat di depan mata, orang dapat menikmati pemandangan hot dog dan knish yang mendesis di atas panggangan."
Items on the agenda included the results of a feasibility study of redeveloping a ward block and a vision to improve the way the hospital runs.,Visual,Agendanya mencakup hasil studi kelayakan pembangunan kembali blok bangsal dan visi untuk meningkatkan kinerja rumah sakit.
Only by scourging ourselves and retreating to some bizarre ascetic vision of humanity can we be redeemed.,Visual,"Hanya dengan mencambuk diri kita sendiri dan mundur ke dalam pandangan asketis kemanusiaan yang aneh, kita bisa ditebus."
"The German Chancellor outlined his vision of a federalist Europe, with greater powers for the European Parliament.",Visual,"Kanselir Jerman menguraikan visinya tentang Eropa yang federalis, dengan kekuasaan yang lebih besar untuk Parlemen Eropa."
Black feminists and womanists have consistently provided the most compelling egalitarian vision for the black freedom struggle.,Visual,Feminis dan feminis kulit hitam secara konsisten memberikan visi egaliter yang paling menarik untuk perjuangan kebebasan kulit hitam.
I hope my vision is clear enough for this job and ambitious enough for this country.,Visual,Saya harap visi saya cukup jelas untuk pekerjaan ini dan cukup ambisius untuk negara ini.
"Theirs was a vision that accorded primacy to culture, but in a dangerously narrow way.",Visual,"Visi mereka adalah yang mengutamakan budaya, namun dengan cara yang sangat sempit."
And that's what distinguishes an inspiring political vision from a laundry list of policies and four-point plans.,Visual,Dan itulah yang membedakan visi politik yang inspiratif dengan serangkaian kebijakan dan rencana empat poin.
Spencer produced his most challenging work in the struggle to reconcile this religious vision with the reality of the world around him.,Visual,Spencer menghasilkan karyanya yang paling menantang dalam perjuangan menyelaraskan visi keagamaan ini dengan realitas dunia di sekitarnya.
"Hanging in the heart of Edinburgh, Constable's vision of Dedham Vale is a wistful window on to the very soul of rural England.",Visual,"Terletak di jantung kota Edinburgh, visi Constable tentang Dedham Vale adalah jendela menyedihkan menuju jiwa pedesaan Inggris."
"A Salient Editor needs to have a strong vision, and the requisite traits to make that vision a reality.",Visual,"Seorang Editor Penting harus memiliki visi yang kuat, dan sifat-sifat yang diperlukan untuk mewujudkan visi tersebut."
"The duke meanwhile enjoyed the vision she made, eyes wild and blue with alarm, lips slightly open in complete shock.",Visual,"Sementara itu sang duke menikmati penglihatan yang dibuatnya, matanya liar dan biru karena khawatir, bibirnya sedikit terbuka karena sangat terkejut."
"His eyes mirrored as his vision shifted to a broader range of wavelengths, his hearing and smell and kinesthesia boosting in concert.",Visual,"Matanya bercermin saat penglihatannya beralih ke rentang panjang gelombang yang lebih luas, pendengaran, penciuman, dan kinestesinya meningkat secara bersamaan."
We hope to play out his vision further by sending such winged words around the world via the World Wide Web.,Visual,Kami berharap dapat mewujudkan visinya lebih jauh dengan mengirimkan kata-kata bersayap tersebut ke seluruh dunia melalui World Wide Web.
The book allows the reader to participate in his search and offers a vision of lastingness and perseverance.,Visual,Buku ini memungkinkan pembaca untuk berpartisipasi dalam pencariannya dan menawarkan visi tentang kelanggengan dan ketekunan.
"He was a quick-witted, well-meaning man who went with the stream instead of having the vision and strength of judgment to stand out against it.",Visual,"Dia adalah orang yang cerdas dan bermaksud baik, yang mengikuti arus alih-alih memiliki visi dan kekuatan penilaian untuk melawan arus."
"Facing the altar, the reredos overwhelm the viewer's vision with rows upon rows of imposing carved saints and prophets.",Visual,"Menghadap ke altar, reredos memenuhi pandangan pemirsa dengan deretan ukiran suci dan nabi yang mengesankan."
It was as part of this larger socialist vision that the kibbutzniks set out to wipe away gender.,Visual,Sebagai bagian dari visi sosialis yang lebih besar inilah kibbutznik berupaya menghapuskan gender.
Residual low vision may be assisted with low vision aids and low vision training in activities of daily living.,Visual,Residu low vision dapat dibantu dengan alat bantu low vision dan pelatihan low vision dalam aktivitas kehidupan sehari-hari.
"As it is, rearward visibility with the hood up is minimal with no rear three-quarters vision whatsoever.",Visual,"Karenanya, jarak pandang ke belakang dengan kap mesin di atas sangat minim dan tidak ada penglihatan tiga perempat ke belakang sama sekali."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
Charlie had the imagination and vision to see the potential of agroforestry.,Visual,Charlie mempunyai imajinasi dan visi untuk melihat potensi agroforestri.
"Councilman Joseph VanLoan says Kimmell understands the city's vision for the future, one that's firmly anchored in the past.",Visual,"Anggota dewan Joseph VanLoan mengatakan Kimmell memahami visi kota ini untuk masa depan, yang berakar kuat pada masa lalu."
My vision was blurry for a few moments and it was like I was trying to reanimate my body which for a few moments was also out.,Visual,Penglihatanku sempat kabur beberapa saat dan seperti aku mencoba menghidupkan kembali tubuhku yang beberapa saat juga mati.
"But the vision called up by realpolitik, or realistic politics, is beyond example crazy and incredible.",Visual,"Namun visi yang diusung oleh realpolitik, atau politik realistis, sangatlah gila dan luar biasa."
"The camp greeted us with the surreal vision of a linen-covered dining table set on the bank, aglow in candlelight and sparkling crystal.",Visual,"Perkemahan menyambut kami dengan pemandangan nyata berupa meja makan berlapis linen yang terletak di tepi sungai, bersinar dalam cahaya lilin dan kristal berkilau."
"With a yip of joy, she followed her father into the room, and then she felt everything tickle and her vision blurred.",Visual,"Sambil bersorak kegirangan, dia mengikuti ayahnya ke dalam kamar, lalu dia merasakan semuanya menggelitik dan pandangannya kabur."
"But his true genius lies in synthesis, in an amalgamated vision he can express in the language of computers.",Visual,"Namun kejeniusannya yang sebenarnya terletak pada sintesis, pada visi gabungan yang dapat ia ungkapkan dalam bahasa komputer."
"Conjunctivitis, keratitis, or chorioretinitis can result in vision loss and blindness.",Visual,"Konjungtivitis, keratitis, atau korioretinitis dapat menyebabkan kehilangan penglihatan dan kebutaan."
My ultimate interest is creating a new hybrid and amalgamated vision by integrating these different languages and variant aesthetics at once.,Visual,Minat utama saya adalah menciptakan visi hibrida dan gabungan baru dengan mengintegrasikan berbagai bahasa dan varian estetika sekaligus.
They also represent one artist's vision and interpretation of something that must have seemed distinctly exciting and foreign.,Visual,Mereka juga mewakili visi dan interpretasi seorang seniman terhadap sesuatu yang pasti terlihat sangat menarik dan asing.
Amblyopia or lazy eye is characterised by poor vision that is not correctable with glasses in an otherwise normal and healthy eye.,Visual,Amblyopia atau mata malas ditandai dengan penglihatan buruk yang tidak dapat diperbaiki dengan kacamata pada mata yang normal dan sehat.
"Nanotechnology is central to their vision of a future of agelessness, immortality, and rebirth.",Visual,"Nanoteknologi merupakan inti dari visi mereka tentang masa depan yang awet muda, keabadian, dan kelahiran kembali."
"By philosophy of education, I mean a vision for the purpose and value of education.",Visual,Yang saya maksud dengan filsafat pendidikan adalah visi tentang tujuan dan nilai pendidikan.
These found that few people with age related macular degeneration experienced improved vision with surgery.,Visual,Penelitian ini menemukan bahwa hanya sedikit orang dengan degenerasi makula terkait usia yang mengalami peningkatan penglihatan melalui pembedahan.
If anything the sheer poignancy and compelling simplicity of this vision of our existence deepens with age.,Visual,Kepedihan dan kesederhanaan yang menarik dari visi keberadaan kita ini semakin dalam seiring bertambahnya usia.
Its concluding afterword presents an optimistic vision of future developments.,Visual,Kata penutupnya menyajikan visi optimis mengenai perkembangan masa depan.
"Like most owls, Great Horned Owls have keen hearing and keen vision in low light, both adaptations for hunting at night.",Visual,"Seperti kebanyakan burung hantu, Burung Hantu Bertanduk Besar memiliki pendengaran yang tajam dan penglihatan yang tajam dalam cahaya redup, keduanya merupakan adaptasi untuk berburu di malam hari."
"Amblyopia, or lazy eye, is a condition of poor vision in an otherwise healthy eye because the brain has learned to favor the other eye.",Visual,"Amblyopia, atau mata malas, adalah suatu kondisi penglihatan yang buruk pada mata yang sehat karena otak telah belajar untuk memihak pada mata yang lain."
"If lazy eye is not treated, the weaker eye's vision may never improve and it may even become blind.",Visual,"Jika mata malas tidak diobati, penglihatan mata yang lemah mungkin tidak akan membaik dan bahkan bisa menjadi buta."
"The audio and video has been remastered, polishing the sound and vision into pristine, wonderful elements.",Visual,"Audio dan video telah dibuat ulang, memoles suara dan penglihatan menjadi elemen yang murni dan menakjubkan."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
Why is it that every new cinematic vision of the future is bathed in pessimism and bleakness?,Visual,Mengapa setiap visi sinematik baru tentang masa depan dipenuhi pesimisme dan kesuraman?
I colored in the bottom part of the goggles with white-out to make their vision even smaller.,Visual,Saya mewarnai bagian bawah kacamata dengan warna putih untuk membuat penglihatan mereka semakin kecil.
This video provides a vision of African-American young men and women singing classical and Afrocentric music and performing African dance.,Visual,Video ini memberikan gambaran tentang remaja putra dan putri Afrika-Amerika yang menyanyikan musik klasik dan Afrosentris serta menampilkan tarian Afrika.
"Still, a willingness to clearly affirm an alternative vision of human relationships would be a significant start.",Visual,"Namun, kesediaan untuk secara jelas menegaskan visi alternatif mengenai hubungan antarmanusia akan menjadi awal yang signifikan."
These levels evolve out of the basic training of the dancer and her enlarged vision of the aspects of abhinaya delineation.,Visual,Tingkatan ini berkembang dari pelatihan dasar penari dan perluasan visinya tentang aspek penggambaran abhinaya.
"No matter how often a vision is published in annual reports and advertisements, it seldom weathers a change in the market.",Visual,"Tidak peduli seberapa sering sebuah visi dipublikasikan dalam laporan tahunan dan iklan, visi tersebut jarang mampu bertahan dalam perubahan pasar."
"Padded feet, keen night vision and sensitive whiskers enable silent movement through dense undergrowth at night.",Visual,"Kaki yang empuk, penglihatan malam yang tajam, dan kumis yang sensitif memungkinkan pergerakan tanpa suara melalui semak belukar yang lebat di malam hari."
"There may be other eye problems as well, including poor vision and crossed or lazy eyes.",Visual,"Mungkin juga terdapat masalah mata lainnya, termasuk penglihatan buruk dan mata juling atau malas."
I tried out one of the goggles and was treated to a rather nice kaleidoscopic vision of brightly-coloured cubes slowly rotating around.,Visual,Saya mencoba salah satu kacamata dan disuguhi penglihatan kaleidoskopik yang bagus berupa kubus berwarna cerah yang berputar perlahan.
Immediately below the vision aerial is the aerial for the accompanying sound transmissions.,Visual,Tepat di bawah antena penglihatan terdapat antena untuk transmisi suara yang menyertainya.
"It is a vision whereby every child leaves school able to read, write, and do basic arithmetic.",Visual,"Ini adalah visi dimana setiap anak meninggalkan sekolah dapat membaca, menulis, dan melakukan aritmatika dasar."
"Like laser rangefinders, night vision equipment is becoming more affordable.",Visual,"Seperti pengukur jarak laser, peralatan penglihatan malam menjadi lebih terjangkau."
"There are new palm-size radios, global positioning systems, rangefinders, infrared cameras, laser sights and night vision devices.",Visual,"Ada radio baru seukuran telapak tangan, sistem penentuan posisi global, pengukur jarak, kamera inframerah, pemandangan laser, dan perangkat penglihatan malam."
"Bushnell offers an extensive line of binoculars, spotting scopes, riflescopes, rangefinders, telescopes and night vision products.",Visual,"Bushnell menawarkan beragam teropong, teropong, riflescopes, pengukur jarak, teleskop, dan produk penglihatan malam."
Any vision of utopia based on shiny automobiles to wheek you places quickly on rails is not mine.,Visual,Visi utopia apa pun yang didasarkan pada mobil berkilau yang membuat Anda cepat sampai di rel bukanlah milik saya.
"In patients with far-sightedness, the drug makes the normal eye's vision worse than that of the lazy eye.",Visual,"Pada penderita rabun jauh, obat ini membuat penglihatan mata normal menjadi lebih buruk dibandingkan mata malas."
The more disturbing part of the answer may lie in the absence of a vision of a just society.,Visual,Jawaban yang lebih meresahkan mungkin terletak pada tidak adanya visi masyarakat yang adil.
That vision informs much of the court's jurisprudence from the 1880s onward.,Visual,Visi tersebut memberikan banyak informasi tentang yurisprudensi pengadilan sejak tahun 1880-an dan seterusnya.
"Admittedly, this vision is far removed from the Christmas angels' announcement of peace on earth and good will among men.",Visual,"Memang benar, visi ini jauh dari pengumuman para malaikat Natal tentang perdamaian di bumi dan niat baik di antara manusia."
"Whatever leadership and vision can be found in the private sector cannot be relied upon as genuine, and cannot be trusted.",Visual,Kepemimpinan dan visi apa pun yang ditemukan di sektor swasta tidak dapat diandalkan dan tidak dapat dipercaya.
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"Deming's vision of leadership centres upon coaching and personal development, not holding mass rallies in town squares.",Visual,"Visi kepemimpinan Deming berpusat pada pembinaan dan pengembangan pribadi, bukan mengadakan demonstrasi massal di alun-alun kota."
"His vision swam and blurred in front of him, the land seeming to be covered in wet lumps all around him.",Visual,"Penglihatannya kabur dan kabur di depannya, tanah tampak tertutup gumpalan basah di sekelilingnya."
"No, I just crawl around complaining of a shooting pain in my head and sensing my vision get progressively weirder.",Visual,"Tidak, aku hanya merangkak sambil mengeluhkan rasa sakit yang menusuk di kepalaku dan merasakan penglihatanku semakin aneh."
"But his grand vision of Tyson as a one-stop shop for beef, pork, and chicken has yet to deliver juicy returns.",Visual,"Namun visi besarnya tentang Tyson sebagai toko serba ada untuk daging sapi, babi, dan ayam belum membuahkan hasil yang memuaskan."
"In modern times, this Anglo-American vision of an idealistic foreign policy is most closely associated with President Woodrow Wilson.",Visual,"Di zaman modern, visi Anglo-Amerika tentang kebijakan luar negeri idealis sangat erat kaitannya dengan Presiden Woodrow Wilson."
"That way, when I address the ball, the leaf or patch of grass is still in my peripheral vision and can remind me where my target is.",Visual,"Dengan begitu, saat saya mengarahkan bola, daun atau rerumputan tersebut masih berada dalam penglihatan tepi saya dan dapat mengingatkan saya di mana target saya berada."
He now faces a new challenge of explaining his vision to the country and to the world in his second inaugural address.,Visual,Ia kini menghadapi tantangan baru untuk menjelaskan visinya kepada negara dan dunia dalam pidato pengukuhannya yang kedua.
Her vision blurred slightly with a sudden flow of tears that welled up in her eyes and she blinked them away.,Visual,Penglihatannya sedikit kabur dengan aliran air mata yang tiba-tiba mengalir di matanya dan dia mengedipkannya.
The personnel may change but Simon has been a constant and it's his vision that other venues would do well to follow.,Visual,Personelnya mungkin berubah tetapi Simon tetap konsisten dan visinya sebaiknya diikuti oleh tempat lain.
"The director's vision must embrace myth and reality, welding them into a seamless whole.",Visual,"Visi sutradara harus merangkul mitos dan kenyataan, menyatukannya menjadi satu kesatuan yang mulus."
"We didn't have soft money, but we had ideas and we had vision and we had principles and we had things that attracted Americans to our banner.",Visual,"Kami tidak mempunyai uang lunak, namun kami mempunyai ide-ide dan kami mempunyai visi dan kami mempunyai prinsip-prinsip dan kami mempunyai hal-hal yang menarik orang Amerika untuk bergabung dengan kami."
We have a responsibility to respect their creative integrity and artistic vision while finding new ways to do business.,Visual,Kita memiliki tanggung jawab untuk menghormati integritas kreatif dan visi artistik mereka sambil menemukan cara baru dalam berbisnis.
The idea sprang from the cost to convert the simulators to friendly lighting for night vision goggles.,Visual,Idenya muncul dari biaya untuk mengubah simulator menjadi pencahayaan ramah untuk kacamata penglihatan malam.
They use night vision and an acute sense of hearing to find prey in the dark.,Visual,Mereka menggunakan penglihatan malam dan indra pendengaran yang tajam untuk mencari mangsa dalam kegelapan.
"They are keen hunters with acute vision and feed primarily on small birds and mammals, waterfowl, and reportedly, even bats.",Visual,"Mereka adalah pemburu yang tajam dengan penglihatan yang tajam dan terutama memakan burung kecil dan mamalia, unggas air, dan kabarnya, bahkan kelelawar."
"She reached towards the radio to switch off the song before the next verse, but she was too far away and her vision was blurred from tears.",Visual,"Dia meraih radio untuk mematikan lagu sebelum bait berikutnya, tapi dia terlalu jauh dan pandangannya kabur karena air mata."
Her artistic vision and energy prove as amenable to canvas as they do to clay.,Visual,Visi artistik dan energinya terbukti dapat diterima pada kanvas seperti halnya pada tanah liat.
Aeneas awoke and poured a libation and then told the vision to his father.,Visual,Aeneas terbangun dan menuangkan minuman persembahan dan kemudian menceritakan penglihatannya kepada ayahnya.
But Hall's vision hit the buffers and he lost millions of pounds.,Visual,Namun visi Hall mencapai batasnya dan dia kehilangan jutaan poundsterling.
Mr. Knightley expressed his disapproval of Frank's behavior and Emma's vision of him by contrasting what he called French amiableness with English amiableness.,Visual,Tuan Knightley mengungkapkan ketidaksetujuannya terhadap perilaku Frank dan visi Emma tentang dirinya dengan membandingkan apa yang disebutnya keramahan Prancis dengan keramahan Inggris.
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
These novels present an alternate vision of Americanization.,Visual,Novel-novel ini menghadirkan visi alternatif Amerikanisasi.
"Despite problems with follow-up, this study provides evidence that early detection and intervention for amblyopia improves vision in young children.",Visual,"Meskipun ada masalah dalam tindak lanjut, penelitian ini memberikan bukti bahwa deteksi dini dan intervensi ambliopia meningkatkan penglihatan pada anak kecil."
"This is very important, because it is estimated that as many as three percent of children in the U.S. have some degree of vision impairment due to amblyopia.",Visual,"Hal ini sangat penting, karena diperkirakan sebanyak tiga persen anak-anak di AS mengalami gangguan penglihatan pada tingkat tertentu akibat ambliopia."
"The entire movie consists of the pair trying to connect, with Christine's skewed vision of the world getting in the way as much as Richard's remoteness.",Visual,"Keseluruhan film terdiri dari pasangan yang mencoba untuk terhubung, dengan visi Christine yang menyimpang tentang dunia yang menghalangi serta keterpencilan Richard."
Mr. Bachner said it had been hard to introduce his work ethic and share his vision with the locals and his team.,Visual,Pak Bachner mengatakan sulit untuk memperkenalkan etos kerjanya dan berbagi visinya dengan penduduk setempat dan timnya.
A vision of the universe as a barren landscape is a self-fulfilling prophecy.,Visual,Visi alam semesta sebagai lanskap tandus merupakan ramalan yang terwujud dengan sendirinya.
"With the economy-saving fiscal-cliff compromise now a done deal, that dark vision looks more ridiculous than ever.",Visual,"Dengan kompromi kesenjangan fiskal yang menghemat perekonomian kini telah tercapai, visi gelap tersebut tampak lebih konyol dari sebelumnya."
"In 1990, Twin Peaks gave the world a nightmare vision into the seediness beneath the placid veneer of small-town America.",Visual,"Pada tahun 1990, Twin Peaks memberi dunia gambaran mimpi buruk tentang kumuhnya kota kecil Amerika yang tenang."
The story of Nongqawuse's fateful vision which presaged the ruin of the Xhosa nation comes alive in a recording of contemporary Xhosa children singing a folk song about it.,Visual,Kisah visi penting Nongqawuse yang menandakan kehancuran bangsa Xhosa menjadi hidup dalam rekaman anak-anak Xhosa masa kini menyanyikan lagu daerah tentangnya.
"But the vision of a new world soon darkened, as constitution-making gave way to mob rule, regicide, terror, atheism, and then military dictatorship.",Visual,"Namun visi dunia baru segera menjadi gelap, karena pembuatan konstitusi digantikan oleh kekuasaan massa, pembunuhan massal, teror, ateisme, dan kemudian kediktatoran militer."
"In another classic instance of more-is-less, Prior, who was jolted by a sudden vision of a neon aleph in Part I, is now shown the better part of the Hebrew alphabet.",Visual,"Dalam contoh klasik lainnya tentang lebih-lebih-kurang, Prior, yang tersentak oleh penglihatan tiba-tiba tentang neon aleph di Bagian I, kini diperlihatkan bagian terbaik dari alfabet Ibrani."
Joyce's revision of Dublin in 1904 becomes a vision of world without end.,Visual,Revisi Joyce terhadap Dublin pada tahun 1904 menjadi visi dunia tanpa akhir.
The Insurance Committee will continue to work aggressively to re-engineer the vision of the ACA Insurance Program in order to meet the needs and demands of ACA camps.,Visual,Komite Asuransi akan terus bekerja secara agresif untuk merekayasa ulang visi Program Asuransi ACA guna memenuhi kebutuhan dan tuntutan kamp ACA.
He had the contacts and know-how to turn her vision into reality.,Visual,Dia memiliki kontak dan pengetahuan untuk mewujudkan visinya menjadi kenyataan.
"Really, he had to make a decade-long commitment to this project, and it called for a real distinct vision on his part.",Visual,"Sungguh, dia harus membuat komitmen selama satu dekade terhadap proyek ini, dan hal ini memerlukan visi yang jelas dari pihaknya."
"In his ethereal, cyberpunk couture vision of the world, the joy of design was constantly being pierced by melancholy and rage.",Visual,"Dalam visi dunia couture cyberpunk yang halus, kegembiraan desain terus-menerus ditembus oleh kesedihan dan kemarahan."
"Here we must be talking about revolution, marked by joyous restlessness, a harmonization of ends, and a desire that pushes a vision of the human potential into realization.",Visual,"Di sini kita harus berbicara tentang revolusi, yang ditandai dengan kegelisahan yang menggembirakan, harmonisasi tujuan, dan keinginan yang mendorong visi potensi manusia menjadi kenyataan."
"For advanced keratoconus when vision is severely affected by scarring, penetrating keratoplasty or full thickness cornea transplant is the most common surgery performed.",Visual,"Untuk keratoconus lanjut ketika penglihatan sangat dipengaruhi oleh jaringan parut, keratoplasti penetrasi atau transplantasi kornea ketebalan penuh adalah operasi yang paling umum dilakukan."
"He must be aghast at England's dismal results, even if he does not blame Robinson for the lack of a global vision for the defence of the world title.",Visual,"Dia pasti terkejut dengan hasil buruk Inggris, meski dia tidak menyalahkan Robinson atas kurangnya visi global untuk mempertahankan gelar juara dunia."
With the wind at her back Joy found the walk aggravating due to the fact that her waist long hair threw itself in front of her vision in tangled masses.,Visual,"Dengan angin di punggungnya, Joy merasa jalannya semakin memberatkan karena fakta bahwa rambut panjang pinggangnya tergerai di depan pandangannya dalam bentuk kusut."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"The countess deftly steered the lifeboat, a resolute and unlikely vision in her ermine and pearls.",Visual,"Countess dengan cekatan mengemudikan sekoci, sebuah penglihatan yang tegas dan tidak terduga terlihat pada cerpelai dan mutiaranya."
"My head had started to spin again, and my vision almost whited out.",Visual,"Kepalaku mulai berputar lagi, dan pandanganku hampir kabur."
But the driver testified that he failed to see corrie because his field vision from inside the bulldozer was narrow.,Visual,Namun pengemudi tersebut bersaksi bahwa dia tidak dapat melihat Corrie karena pandangan lapangan dari dalam buldosernya sempit.
The vision of what we're trying to get is go out and give the hornets nest a few whacks and get them all out in the open and have it out with them once and for all.,Visual,Visi dari apa yang ingin kami capai adalah pergi keluar dan memberikan beberapa pukulan pada sarang lebah dan mengeluarkan mereka semua di tempat terbuka dan mengeluarkannya bersama mereka untuk selamanya.
It enabled him to see beyond the crude populist image to the harsh realities that give stability and strength to Matisse's radiant vision of light and color.,Visual,Hal ini memungkinkannya untuk melihat melampaui citra populis yang kasar hingga kenyataan pahit yang memberikan stabilitas dan kekuatan pada visi Matisse yang cemerlang tentang cahaya dan warna.
"Not coincidentally, each party has also recently had a clear shot at implementing its vision of the good society.",Visual,"Bukan suatu kebetulan, akhir-akhir ini masing-masing pihak juga mempunyai upaya yang jelas dalam mengimplementasikan visinya mengenai masyarakat yang baik."
"It will take leadership and vision to forge an enduring peace between two viable states, coexisting as peaceful neighbors.",Visual,Dibutuhkan kepemimpinan dan visi untuk membentuk perdamaian abadi antara dua negara yang hidup berdampingan sebagai tetangga yang damai.
You can resist the opera's vision of redemption but you cannot resist music which enfolds you so completely in a web of sensuous twisting harmonies.,Visual,"Anda dapat menolak visi penebusan opera, tetapi Anda tidak dapat menolak musik yang membungkus Anda sepenuhnya dalam jaringan harmoni yang berliku-liku sensual."
"With the end of the golden weather looking imminent, New Zealanders need a Government with a plan and a vision to deliver better jobs and higher wages for all.",Visual,"Dengan berakhirnya masa keemasan yang akan segera berakhir, masyarakat Selandia Baru membutuhkan pemerintah yang memiliki rencana dan visi untuk memberikan lapangan pekerjaan yang lebih baik dan upah yang lebih tinggi bagi semua orang."
His ideology is just so strong and so powerful that it clouds his vision for common sense and objectiveness.,Visual,Ideologinya begitu kuat dan kuat sehingga mengaburkan visinya mengenai akal sehat dan obyektifitas.
"Though it was not very bright, his vision still ached from the weak light.",Visual,"Meski tidak terlalu terang, penglihatannya masih terasa sakit karena cahaya yang lemah."
"Set on the brink of nihilism, with acid rock replacing the old martial melodies, the vision was not upward into sun and clouds, but downward into mud and agony.",Visual,"Terletak di ambang nihilisme, dengan acid rock menggantikan melodi bela diri lama, visinya tidak mengarah ke atas menuju matahari dan awan, namun ke bawah menuju lumpur dan penderitaan."
Her activity as a citizen journalist had fed into a larger vision of building a supportive community in Tamaulipas.,Visual,Aktivitasnya sebagai jurnalis warga telah memberikan visi yang lebih luas untuk membangun komunitas yang suportif di Tamaulipas.
"It may be impossible to cinematize Fitzgerald, but dramatizing his vision would do.",Visual,"Mungkin mustahil untuk membuat sinematisasi Fitzgerald, tetapi mendramatisir visinya akan berhasil."
"Text, speech and vision programs derive meaning from snippets of such data by weighing and reweighing thousands or millions of hypotheses in its light.",Visual,"Program teks, pidato, dan visi memperoleh makna dari cuplikan data tersebut dengan menimbang dan menimbang kembali ribuan atau jutaan hipotesis."
"And at a time when the country needed to be cheered up, the sight of our reverential politicians getting the mickey taken out of them was as uplifting a vision as could be.",Visual,"Dan pada saat negara ini perlu disemangati, pemandangan bahwa para politisi kita yang terhormat bisa disingkirkan dari mereka adalah sebuah visi yang sangat menggembirakan."
"Overall, the show is a thorough, if exclusively Eurocentric, X-ray vision of fashion.",Visual,"Secara keseluruhan, pertunjukan ini merupakan visi fesyen sinar-X yang menyeluruh, namun eksklusif Eurosentris."
"Since it was difficult to adhere to the advice imparted by visions, men and women went on annual fasts or retreats to renew the vision and reflect on their lives.",Visual,"Karena sulit untuk mematuhi nasihat yang diberikan oleh visi, pria dan wanita melakukan puasa atau retret tahunan untuk memperbarui visi dan merefleksikan kehidupan mereka."
"And finally, oxygen therapy given to sustain the lives of premature infants can cause retinopathy of prematurity, causing permanent vision loss or blindness.",Visual,"Dan yang terakhir, terapi oksigen yang diberikan untuk menopang kehidupan bayi prematur dapat menyebabkan retinopati prematuritas sehingga menyebabkan kehilangan penglihatan atau kebutaan permanen."
"This was the oil they used to anoint kings and priests, and that upon John the Baptist anointing Jesus, Jesus sees a vision of God, and the Holy Spirit descends on him.",Visual,"Ini adalah minyak yang mereka gunakan untuk mengurapi raja dan imam, dan ketika Yohanes Pembaptis mengurapi Yesus, Yesus melihat penglihatan tentang Tuhan, dan Roh Kudus turun ke atas dirinya."
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
A supine Congress like the present one is rapidly eroding the American founding fathers' vision of a legislature keeping the executive branch on a tight leash.,Visual,Kongres yang suportif seperti saat ini dengan cepat mengikis visi para founding fathers Amerika mengenai badan legislatif yang menjaga kekuasaan eksekutif.
Why would anyone want to give up the dynamic resplendencies of the American Founders' vision for the stultifying servitude of ancient collectivism?,Visual,Mengapa ada orang yang mau melepaskan kemegahan dinamis dari visi para Pendiri Amerika dan beralih ke perbudakan kolektivisme kuno yang melemahkan?
